"","Country Code","Year","Annual CO2 emissions (tonnes )"
"13422","TON",1964,10992
"13423","TON",1965,10992
"13424","TON",1966,10992
"13425","TON",1967,14656
"13426","TON",1968,14656
"13427","TON",1969,10992
"13428","TON",1970,25648
"13429","TON",1971,18320
"13430","TON",1972,21984
"13431","TON",1973,25648
"13432","TON",1974,21984
"13433","TON",1975,32976
"13434","TON",1976,29312
"13435","TON",1977,29312
"13436","TON",1978,36640
"13437","TON",1979,40304
"13438","TON",1980,40304
"13439","TON",1981,47632
"13440","TON",1982,43968
"13441","TON",1983,47632
"13442","TON",1984,47632
"13443","TON",1985,47632
"13444","TON",1986,47632
"13445","TON",1987,54960
"13446","TON",1988,69616
"13447","TON",1989,69616
"13448","TON",1990,76944
"13449","TON",1991,95264
"13450","TON",1992,69616
"13451","TON",1993,84272
"13452","TON",1994,91600
"13453","TON",1995,95264
"13454","TON",1996,76944
"13455","TON",1997,98928
"13456","TON",1998,87936
"13457","TON",1999,109920
"13458","TON",2000,95264
"13459","TON",2001,87936
"13460","TON",2002,102592
"13461","TON",2003,117248
"13462","TON",2004,109920
"13463","TON",2005,113584
"13464","TON",2006,128240
"13465","TON",2007,113584
"13466","TON",2008,120912
"13467","TON",2009,131904
"13468","TON",2010,117248
"13469","TON",2011,102592
"13470","TON",2012,106256
"13471","TON",2013,113584
"13472","TON",2014,120912
"13473","TON",2015,131948.22
"13474","TON",2016,133460.2
"13475","TON",2017,142499.92
"13476","TTO",1908,0
"13477","TTO",1909,25648
"13478","TTO",1910,65952
"13479","TTO",1911,124576
"13480","TTO",1912,197856
"13481","TTO",1913,223504
"13482","TTO",1914,289456
"13483","TTO",1915,333424
"13484","TTO",1916,414032
"13485","TTO",1917,527616
"13486","TTO",1918,769440
"13487","TTO",1919,648528
"13488","TTO",1920,868368
"13489","TTO",1921,1000272
"13490","TTO",1922,981952
"13491","TTO",1923,1209120
"13492","TTO",1924,1656128
"13493","TTO",1925,1945584
"13494","TTO",1926,1960240
"13495","TTO",1927,2099472
"13496","TTO",1928,3231648
"13497","TTO",1929,3594384
"13498","TTO",1930,3645680
"13499","TTO",1931,3074096
"13500","TTO",1932,3253632
"13501","TTO",1933,4067040
"13502","TTO",1934,4777856
"13503","TTO",1935,5089296
"13504","TTO",1936,5741488
"13505","TTO",1937,7247392
"13506","TTO",1938,8339264
"13507","TTO",1939,9453120
"13508","TTO",1940,10735520
"13509","TTO",1941,9900128
"13510","TTO",1942,10665904
"13511","TTO",1943,10273856
"13512","TTO",1944,10772160
"13513","TTO",1945,11021312
"13514","TTO",1946,10937040
"13515","TTO",1947,12003264
"13516","TTO",1948,12640800
"13517","TTO",1949,13750992
"13518","TTO",1950,2352288
"13519","TTO",1951,2513504
"13520","TTO",1952,2795632
"13521","TTO",1953,2934864
"13522","TTO",1954,2835936
"13523","TTO",1955,2722352
"13524","TTO",1956,2879904
"13525","TTO",1957,2564800
"13526","TTO",1958,3477136
"13527","TTO",1959,3091702.82
"13528","TTO",1960,2578742.82
"13529","TTO",1961,4597933.69
"13530","TTO",1962,7232082.25
"13531","TTO",1963,1307394.25
"13532","TTO",1964,3791526.82
"13533","TTO",1965,5191115.39
"13534","TTO",1966,4051522.24
"13535","TTO",1967,4634187.39
"13536","TTO",1968,4036866.24
"13537","TTO",1969,3901179.38
"13538","TTO",1970,8990356.51
"13539","TTO",1971,8096399.94
"13540","TTO",1972,8235513.08
"13541","TTO",1973,9389821.66
"13542","TTO",1974,10042043.38
"13543","TTO",1975,9613295.94
"13544","TTO",1976,15910818.16
"13545","TTO",1977,16159260.68
"13546","TTO",1978,15311864.04
"13547","TTO",1979,16707079.13
"13548","TTO",1980,16919433.54
"13549","TTO",1981,17242381.72
"13550","TTO",1982,18405236.99
"13551","TTO",1983,16275545.27
"13552","TTO",1984,17504408.97
"13553","TTO",1985,20723080.37
"13554","TTO",1986,17354849.73
"13555","TTO",1987,17489066.2
"13556","TTO",1988,15833105.53
"13557","TTO",1989,16105021.18
"13558","TTO",1990,16982524.22
"13559","TTO",1991,16968324.55
"13560","TTO",1992,19104171.66
"13561","TTO",1993,17921083.75
"13562","TTO",1994,17385969.15
"13563","TTO",1995,16969487.67
"13564","TTO",1996,20530138.29
"13565","TTO",1997,18332472.37
"13566","TTO",1998,19058638.31
"13567","TTO",1999,22476773.04
"13568","TTO",2000,23766073.58
"13569","TTO",2001,26280582.51
"13570","TTO",2002,28539297.06
"13571","TTO",2003,31898734.61
"13572","TTO",2004,33339965.55
"13573","TTO",2005,38060246.4
"13574","TTO",2006,42560648.82
"13575","TTO",2007,45349201.33
"13576","TTO",2008,44252406.97
"13577","TTO",2009,44768959.01
"13578","TTO",2010,47812333.89
"13579","TTO",2011,46806957.59
"13580","TTO",2012,45310467.99
"13581","TTO",2013,46415529.97
"13582","TTO",2014,46143272.89
"13583","TTO",2015,45685020.08
"13584","TTO",2016,41023617.99
"13585","TTO",2017,40697187.01
"13586","TUN",1916,10992
"13587","TUN",1917,29312
"13588","TUN",1918,40304
"13589","TUN",1920,29312
"13590","TUN",1921,21984
"13591","TUN",1922,0
"13592","TUN",1923,0
"13593","TUN",1924,0
"13594","TUN",1932,0
"13595","TUN",1933,18320
"13596","TUN",1934,18320
"13597","TUN",1935,18320
"13598","TUN",1936,25648
"13599","TUN",1937,29312
"13600","TUN",1938,32976
"13601","TUN",1939,32976
"13602","TUN",1940,58624
"13603","TUN",1941,135568
"13604","TUN",1942,161216
"13605","TUN",1943,51296
"13606","TUN",1944,91600
"13607","TUN",1945,95264
"13608","TUN",1946,131904
"13609","TUN",1947,128240
"13610","TUN",1948,146560
"13611","TUN",1949,128240
"13612","TUN",1950,1220112
"13613","TUN",1951,1377664
"13614","TUN",1952,1443616
"13615","TUN",1953,1377664
"13616","TUN",1954,1406976
"13617","TUN",1955,1597504
"13618","TUN",1956,1560864
"13619","TUN",1957,1575520
"13620","TUN",1958,1447280
"13621","TUN",1959,1588393.05
"13622","TUN",1960,1724109.63
"13623","TUN",1961,1764710.78
"13624","TUN",1962,1793903.92
"13625","TUN",1963,1944127.92
"13626","TUN",1964,2753485.61
"13627","TUN",1965,2460365.61
"13628","TUN",1966,2881636.47
"13629","TUN",1967,3083186.18
"13630","TUN",1968,3592333.6
"13631","TUN",1969,3852091.3
"13632","TUN",1970,3738745.02
"13633","TUN",1971,4207588.44
"13634","TUN",1972,4731362.15
"13635","TUN",1973,4823378.17
"13636","TUN",1974,5391238.74
"13637","TUN",1975,5541135.86
"13638","TUN",1976,5841419.01
"13639","TUN",1977,6748683.48
"13640","TUN",1978,7477946.05
"13641","TUN",1979,8750262.22
"13642","TUN",1980,9465325.74
"13643","TUN",1981,9800159.29
"13644","TUN",1982,9492870.13
"13645","TUN",1983,11249748.13
"13646","TUN",1984,11488525.03
"13647","TUN",1985,11870937.3
"13648","TUN",1986,11992376.43
"13649","TUN",1987,11663346.29
"13650","TUN",1988,12376844.9
"13651","TUN",1989,13140424.16
"13652","TUN",1990,13167427.19
"13653","TUN",1991,15362853.13
"13654","TUN",1992,14891799.83
"13655","TUN",1993,16353918.83
"13656","TUN",1994,15776113.11
"13657","TUN",1995,15552481.03
"13658","TUN",1996,16580845.08
"13659","TUN",1997,16766148.66
"13660","TUN",1998,17808536.66
"13661","TUN",1999,18120233.04
"13662","TUN",2000,19670323.94
"13663","TUN",2001,20545273.45
"13664","TUN",2002,20558628.35
"13665","TUN",2003,20925446.97
"13666","TUN",2004,21926580.69
"13667","TUN",2005,22268684.67
"13668","TUN",2006,22602492.56
"13669","TUN",2007,23684349.69
"13670","TUN",2008,24333417.13
"13671","TUN",2009,24321607.28
"13672","TUN",2010,27102531.27
"13673","TUN",2011,25524332.18
"13674","TUN",2012,26306406.51
"13675","TUN",2013,26865500.82
"13676","TUN",2014,27892036.95
"13677","TUN",2015,26404669.06
"13678","TUN",2016,26907690.22
"13679","TUN",2017,28134148.8
"13680","TUR",1865,150224
"13681","TUR",1866,208848
"13682","TUR",1867,227168
"13683","TUR",1868,175872
"13684","TUR",1869,267472
"13685","TUR",1870,157552
"13686","TUR",1871,197856
"13687","TUR",1872,245488
"13688","TUR",1873,238160
"13689","TUR",1874,256480
"13690","TUR",1875,351744
"13691","TUR",1876,274800
"13692","TUR",1877,447008
"13693","TUR",1878,326096
"13694","TUR",1879,124576
"13695","TUR",1880,139232
"13696","TUR",1881,183200
"13697","TUR",1882,153888
"13698","TUR",1883,161216
"13699","TUR",1884,175872
"13700","TUR",1885,194192
"13701","TUR",1886,135568
"13702","TUR",1887,245488
"13703","TUR",1888,267472
"13704","TUR",1889,403040
"13705","TUR",1890,366400
"13706","TUR",1891,403040
"13707","TUR",1892,410368
"13708","TUR",1893,425024
"13709","TUR",1894,392048
"13710","TUR",1895,373728
"13711","TUR",1896,443344
"13712","TUR",1897,315104
"13713","TUR",1898,523952
"13714","TUR",1899,670512
"13715","TUR",1900,1036912
"13716","TUR",1901,948976
"13717","TUR",1902,1047904
"13718","TUR",1903,1205456
"13719","TUR",1904,1366672
"13720","TUR",1905,1531552
"13721","TUR",1906,1579184
"13722","TUR",1907,1879632
"13723","TUR",1908,1722080
"13724","TUR",1909,1956576
"13725","TUR",1910,1883296
"13726","TUR",1911,2227712
"13727","TUR",1912,1996880
"13728","TUR",1913,2037184
"13729","TUR",1914,1663456
"13730","TUR",1915,1036912
"13731","TUR",1916,512960
"13732","TUR",1917,392048
"13733","TUR",1918,458000
"13734","TUR",1919,937984
"13735","TUR",1920,1403312
"13736","TUR",1921,842720
"13737","TUR",1922,1011264
"13738","TUR",1923,1472928
"13739","TUR",1924,2451216
"13740","TUR",1925,2366944
"13741","TUR",1926,3008144
"13742","TUR",1927,3279280
"13743","TUR",1928,3125392
"13744","TUR",1929,3550416
"13745","TUR",1930,3971776
"13746","TUR",1931,3938800
"13747","TUR",1932,4001088
"13748","TUR",1933,4664272
"13749","TUR",1934,5792784
"13750","TUR",1935,5935680
"13751","TUR",1936,5866064
"13752","TUR",1937,4246576
"13753","TUR",1938,4634960
"13754","TUR",1939,4906096
"13755","TUR",1940,5470352
"13756","TUR",1941,5620576
"13757","TUR",1942,4946400
"13758","TUR",1943,6118880
"13759","TUR",1944,7023888
"13760","TUR",1945,7089840
"13761","TUR",1946,7023888
"13762","TUR",1947,7478224
"13763","TUR",1948,7701728
"13764","TUR",1949,7969200
"13765","TUR",1950,9489760
"13766","TUR",1951,10185920
"13767","TUR",1952,10475376
"13768","TUR",1953,12966896
"13769","TUR",1954,13435888
"13770","TUR",1955,13622752
"13771","TUR",1956,14362880
"13772","TUR",1957,15975040
"13773","TUR",1958,16040992
"13774","TUR",1959,17191803.05
"13775","TUR",1960,16798536.69
"13776","TUR",1961,17340838.41
"13777","TUR",1962,21604545.77
"13778","TUR",1963,22639942.26
"13779","TUR",1964,26302961.64
"13780","TUR",1965,27352954.69
"13781","TUR",1966,31505761.43
"13782","TUR",1967,33479112.21
"13783","TUR",1968,36265484.67
"13784","TUR",1969,38752695.87
"13785","TUR",1970,42579228.31
"13786","TUR",1971,47638166.58
"13787","TUR",1972,53721851.76
"13788","TUR",1973,59310029.57
"13789","TUR",1974,60928684.15
"13790","TUR",1975,65419388.2
"13791","TUR",1976,73359480.84
"13792","TUR",1977,81120828.76
"13793","TUR",1978,76714013.09
"13794","TUR",1979,75037983.41
"13795","TUR",1980,75212413.19
"13796","TUR",1981,79186174.24
"13797","TUR",1982,86210266.73
"13798","TUR",1983,89812354.78
"13799","TUR",1984,94906243.14
"13800","TUR",1985,105662649.8
"13801","TUR",1986,115618233.9
"13802","TUR",1987,128442564.8
"13803","TUR",1988,124727961.1
"13804","TUR",1989,137570451.8
"13805","TUR",1990,146507199.6
"13806","TUR",1991,153538017.5
"13807","TUR",1992,159065847.3
"13808","TUR",1993,167301865.5
"13809","TUR",1994,163783172.1
"13810","TUR",1995,178310252.7
"13811","TUR",1996,195750702.8
"13812","TUR",1997,208023000.1
"13813","TUR",1998,208042303.4
"13814","TUR",1999,203949027.5
"13815","TUR",2000,226029842.5
"13816","TUR",2001,209529144.9
"13817","TUR",2002,217652912.6
"13818","TUR",2003,232963018.8
"13819","TUR",2004,241909220.8
"13820","TUR",2005,260897954.9
"13821","TUR",2006,281541718.9
"13822","TUR",2007,312862498.2
"13823","TUR",2008,310396695.7
"13824","TUR",2009,316771031.9
"13825","TUR",2010,319528399.8
"13826","TUR",2011,344745495.1
"13827","TUR",2012,354134764.7
"13828","TUR",2013,346780965.1
"13829","TUR",2014,357559960.9
"13830","TUR",2015,380858096.4
"13831","TUR",2016,402820783.8
"13832","TUR",2017,447897175.8
"13833","TKM",1959,13578842.23
"13834","TKM",1960,14137348.64
"13835","TKM",1961,14579099.87
"13836","TKM",1962,15301141.9
"13837","TKM",1963,16409454.41
"13838","TKM",1964,17451420.32
"13839","TKM",1965,18512368.92
"13840","TKM",1966,19549778.44
"13841","TKM",1967,20442043.78
"13842","TKM",1968,21016268.73
"13843","TKM",1969,21887106.66
"13844","TKM",1970,23020909.72
"13845","TKM",1971,24438184.23
"13846","TKM",1972,25721250.28
"13847","TKM",1973,26817160.65
"13848","TKM",1974,27848586.43
"13849","TKM",1975,29283591.75
"13850","TKM",1976,30401705.86
"13851","TKM",1977,31426739.14
"13852","TKM",1978,32496539.62
"13853","TKM",1979,32756727.38
"13854","TKM",1980,34037592.58
"13855","TKM",1981,33386955.95
"13856","TKM",1982,34014225.91
"13857","TKM",1983,34494413.51
"13858","TKM",1984,34798006.64
"13859","TKM",1985,37526967.95
"13860","TKM",1986,37619132.99
"13861","TKM",1987,39197826.43
"13862","TKM",1988,40267784.05
"13863","TKM",1989,39413065.09
"13864","TKM",1990,36940966.51
"13865","TKM",1991,35618528.73
"13866","TKM",1992,32900415.23
"13867","TKM",1993,28191680.9
"13868","TKM",1994,33442539.76
"13869","TKM",1995,33932206.47
"13870","TKM",1996,30603723.9
"13871","TKM",1997,30555890.87
"13872","TKM",1998,32024953.84
"13873","TKM",1999,37605024.81
"13874","TKM",2000,37465591.78
"13875","TKM",2001,37999761.26
"13876","TKM",2002,39889610.73
"13877","TKM",2003,44520132.21
"13878","TKM",2004,46447085.16
"13879","TKM",2005,48231551.32
"13880","TKM",2006,49372149.44
"13881","TKM",2007,55890131.33
"13882","TKM",2008,56665733.56
"13883","TKM",2009,50170747.96
"13884","TKM",2010,57108890.86
"13885","TKM",2011,62182264.98
"13886","TKM",2012,64532904.04
"13887","TKM",2013,66374122.36
"13888","TKM",2014,68028455.58
"13889","TKM",2015,75378997.99
"13890","TKM",2016,76563298.02
"13891","TKM",2017,72702485.07
"13892","TCA",1990,29312
"13893","TCA",1991,29312
"13894","TCA",1992,32976
"13895","TCA",1993,40304
"13896","TCA",1994,43968
"13897","TCA",1995,47632
"13898","TCA",1996,47632
"13899","TCA",1997,54960
"13900","TCA",1998,58624
"13901","TCA",1999,65952
"13902","TCA",2000,69616
"13903","TCA",2001,73280
"13904","TCA",2002,98928
"13905","TCA",2003,102592
"13906","TCA",2004,102592
"13907","TCA",2005,120912
"13908","TCA",2006,142896
"13909","TCA",2007,164880
"13910","TCA",2008,179536
"13911","TCA",2009,179536
"13912","TCA",2010,190528
"13913","TCA",2011,190528
"13914","TCA",2012,197856
"13915","TCA",2013,197856
"13916","TCA",2014,205184
"13917","TCA",2015,214202.66
"13918","TCA",2016,218360.14
"13919","TCA",2017,218321.37
"13920","UGA",1950,106256
"13921","UGA",1951,139232
"13922","UGA",1952,142896
"13923","UGA",1953,208848
"13924","UGA",1954,219840
"13925","UGA",1955,263808
"13926","UGA",1956,263808
"13927","UGA",1957,278464
"13928","UGA",1958,293120
"13929","UGA",1959,413705.13
"13930","UGA",1960,421062.84
"13931","UGA",1961,406436.56
"13932","UGA",1962,428450.27
"13933","UGA",1963,432143.99
"13934","UGA",1964,490678.84
"13935","UGA",1965,626009.11
"13936","UGA",1966,732324.55
"13937","UGA",1967,809179.4
"13938","UGA",1968,981327.97
"13939","UGA",1969,1175430.82
"13940","UGA",1970,1442843.39
"13941","UGA",1971,1439119.95
"13942","UGA",1972,1380644.53
"13943","UGA",1973,1179243.4
"13944","UGA",1974,1193839.97
"13945","UGA",1975,1131789.69
"13946","UGA",1976,988430.72
"13947","UGA",1977,804849.87
"13948","UGA",1978,698142.24
"13949","UGA",1979,672818.39
"13950","UGA",1980,626309
"13951","UGA",1981,527339.94
"13952","UGA",1982,545301.77
"13953","UGA",1983,614477.48
"13954","UGA",1984,581378.31
"13955","UGA",1985,617895.14
"13956","UGA",1986,702525.31
"13957","UGA",1987,768917.6
"13958","UGA",1988,863577.08
"13959","UGA",1989,801206.97
"13960","UGA",1990,755865.71
"13961","UGA",1991,775880.94
"13962","UGA",1992,783176.87
"13963","UGA",1993,775816.81
"13964","UGA",1994,703832.54
"13965","UGA",1995,929962.33
"13966","UGA",1996,1036012.21
"13967","UGA",1997,1080100.32
"13968","UGA",1998,1234062.63
"13969","UGA",1999,1279432.72
"13970","UGA",2000,1394391.33
"13971","UGA",2001,1468081.46
"13972","UGA",2002,1507868.45
"13973","UGA",2003,1547359.05
"13974","UGA",2004,1680607.97
"13975","UGA",2005,2104560.9
"13976","UGA",2006,2468619.13
"13977","UGA",2007,2815316.72
"13978","UGA",2008,3052256.33
"13979","UGA",2009,3246679.36
"13980","UGA",2010,3765155.98
"13981","UGA",2011,4067846.32
"13982","UGA",2012,3860678.11
"13983","UGA",2013,4645220.43
"13984","UGA",2014,4987717.76
"13985","UGA",2015,5324763.26
"13986","UGA",2016,5571393.24
"13987","UGA",2017,5782828.9
"13988","UKR",1959,259196535.8
"13989","UKR",1960,269820472.5
"13990","UKR",1961,278218370.7
"13991","UKR",1962,291961398.4
"13992","UKR",1963,313096479.2
"13993","UKR",1964,332960905.9
"13994","UKR",1965,353163069.7
"13995","UKR",1966,372910851.7
"13996","UKR",1967,389902021
"13997","UKR",1968,400829957.9
"13998","UKR",1969,417426075.5
"13999","UKR",1970,439019884.8
"14000","UKR",1971,465875437.5
"14001","UKR",1972,490162179.2
"14002","UKR",1973,510844117
"14003","UKR",1974,530269671
"14004","UKR",1975,557364180.8
"14005","UKR",1976,578782384.9
"14006","UKR",1977,598415376.2
"14007","UKR",1978,618948569.4
"14008","UKR",1979,624066945.9
"14009","UKR",1980,648599560.7
"14010","UKR",1981,636143407.6
"14011","UKR",1982,648171584
"14012","UKR",1983,657289593.7
"14013","UKR",1984,663067520.3
"14014","UKR",1985,715195383.1
"14015","UKR",1986,716931399.8
"14016","UKR",1987,747092497.8
"14017","UKR",1988,767539685.5
"14018","UKR",1989,751236295
"14019","UKR",1990,705832231
"14020","UKR",1991,632538757.8
"14021","UKR",1992,589062246.2
"14022","UKR",1993,510201372.9
"14023","UKR",1994,419267635.3
"14024","UKR",1995,389865789.2
"14025","UKR",1996,351409867.3
"14026","UKR",1997,340243797.4
"14027","UKR",1998,321067218.8
"14028","UKR",1999,292311281.4
"14029","UKR",2000,279537842.8
"14030","UKR",2001,301300733.2
"14031","UKR",2002,294199978.3
"14032","UKR",2003,305183445
"14033","UKR",2004,306255428.8
"14034","UKR",2005,313533699.8
"14035","UKR",2006,332764711.4
"14036","UKR",2007,336601096.6
"14037","UKR",2008,325732775.8
"14038","UKR",2009,277169902.1
"14039","UKR",2010,293518810.8
"14040","UKR",2011,307071163.9
"14041","UKR",2012,303705068.4
"14042","UKR",2013,296074061.2
"14043","UKR",2014,256583599
"14044","UKR",2015,223579698.1
"14045","UKR",2016,235156014.4
"14046","UKR",2017,212116257.7
"14047","ARE",1959,10992
"14048","ARE",1960,10992
"14049","ARE",1961,10992
"14050","ARE",1962,18320
"14051","ARE",1963,21984
"14052","ARE",1964,18320
"14053","ARE",1965,21984
"14054","ARE",1966,25648
"14055","ARE",1967,916000
"14056","ARE",1968,1242096
"14057","ARE",1969,20507408
"14058","ARE",1970,15234912
"14059","ARE",1971,21166928
"14060","ARE",1972,23434944
"14061","ARE",1973,30605392
"14062","ARE",1974,31301552
"14063","ARE",1975,31045072
"14064","ARE",1976,39617010.82
"14065","ARE",1977,38751287.98
"14066","ARE",1978,44753590.32
"14067","ARE",1979,36546458.46
"14068","ARE",1980,36823392.41
"14069","ARE",1981,36766930.4
"14070","ARE",1982,36752773.8
"14071","ARE",1983,35220453.33
"14072","ARE",1984,46155642.18
"14073","ARE",1985,49652517.75
"14074","ARE",1986,47030072.86
"14075","ARE",1987,47450353.36
"14076","ARE",1988,48095598.34
"14077","ARE",1989,54186134.65
"14078","ARE",1990,51702598.13
"14079","ARE",1991,56672348.65
"14080","ARE",1992,57757684.96
"14081","ARE",1993,65565378.9
"14082","ARE",1994,72604565.1
"14083","ARE",1995,70012743.45
"14084","ARE",1996,40429014.45
"14085","ARE",1997,41073714.6
"14086","ARE",1998,80682450.25
"14087","ARE",1999,77542664.08
"14088","ARE",2000,111788067
"14089","ARE",2001,100602944.1
"14090","ARE",2002,83745587.73
"14091","ARE",2003,105677097.9
"14092","ARE",2004,111867460.8
"14093","ARE",2005,114554436.6
"14094","ARE",2006,121883794.7
"14095","ARE",2007,133336992.3
"14096","ARE",2008,154155409.4
"14097","ARE",2009,165185136.2
"14098","ARE",2010,158164662.1
"14099","ARE",2011,162704863.6
"14100","ARE",2012,173923739
"14101","ARE",2013,168210994.8
"14102","ARE",2014,208811648.3
"14103","ARE",2015,227477221.3
"14104","ARE",2016,233426543.8
"14105","ARE",2017,231773458
"14106","GBR",1751,9350528
"14107","GBR",1752,9354192
"14108","GBR",1753,9354192
"14109","GBR",1754,9357856
"14110","GBR",1755,9361520
"14111","GBR",1756,10006384
"14112","GBR",1757,10010048
"14113","GBR",1758,10013712
"14114","GBR",1759,10017376
"14115","GBR",1760,10017376
"14116","GBR",1761,10973680
"14117","GBR",1762,10977344
"14118","GBR",1763,10981008
"14119","GBR",1764,10984672
"14120","GBR",1765,10988336
"14121","GBR",1766,12259744
"14122","GBR",1767,12263408
"14123","GBR",1768,12267072
"14124","GBR",1769,12270736
"14125","GBR",1770,12274400
"14126","GBR",1771,13611760
"14127","GBR",1772,13615424
"14128","GBR",1773,13619088
"14129","GBR",1774,13622752
"14130","GBR",1775,13626416
"14131","GBR",1776,15037056
"14132","GBR",1777,15040720
"14133","GBR",1778,15044384
"14134","GBR",1779,15048048
"14135","GBR",1780,15055376
"14136","GBR",1781,16843408
"14137","GBR",1782,16847072
"14138","GBR",1783,16854400
"14139","GBR",1784,16858064
"14140","GBR",1785,16865392
"14141","GBR",1786,19148064
"14142","GBR",1787,19155392
"14143","GBR",1788,19159056
"14144","GBR",1789,19166384
"14145","GBR",1790,19173712
"14146","GBR",1791,21416080
"14147","GBR",1792,21423408
"14148","GBR",1793,21430736
"14149","GBR",1794,21434400
"14150","GBR",1795,21441728
"14151","GBR",1796,22412688
"14152","GBR",1797,23541200
"14153","GBR",1798,24515824
"14154","GBR",1799,25798224
"14155","GBR",1800,26633616
"14156","GBR",1801,26710560
"14157","GBR",1802,26849792
"14158","GBR",1803,30191360
"14159","GBR",1804,30330592
"14160","GBR",1805,31462768
"14161","GBR",1806,33250800
"14162","GBR",1807,33258128
"14163","GBR",1808,33269120
"14164","GBR",1809,33280112
"14165","GBR",1810,33291104
"14166","GBR",1811,35562784
"14167","GBR",1812,36936784
"14168","GBR",1813,37376464
"14169","GBR",1814,38087280
"14170","GBR",1815,38922672
"14171","GBR",1816,41436176
"14172","GBR",1817,41923488
"14173","GBR",1818,42022416
"14174","GBR",1819,42337520
"14175","GBR",1820,42528048
"14176","GBR",1821,42872464
"14177","GBR",1822,44521264
"14178","GBR",1823,46873552
"14179","GBR",1824,49082944
"14180","GBR",1825,49592240
"14181","GBR",1826,50145504
"14182","GBR",1827,52230320
"14183","GBR",1828,52589392
"14184","GBR",1829,53336848
"14185","GBR",1830,67864608
"14186","GBR",1831,65765136
"14187","GBR",1832,65589264
"14188","GBR",1833,65494000
"14189","GBR",1834,65537968
"14190","GBR",1835,65263168
"14191","GBR",1836,76445696
"14192","GBR",1837,73770976
"14193","GBR",1838,75811824
"14194","GBR",1839,77779392
"14195","GBR",1840,80959744
"14196","GBR",1841,81839104
"14197","GBR",1842,85371200
"14198","GBR",1843,89093824
"14199","GBR",1844,93472304
"14200","GBR",1845,99986896
"14201","GBR",1846,95692688
"14202","GBR",1847,103548304
"14203","GBR",1848,109286128
"14204","GBR",1849,116005904
"14205","GBR",1850,122604768
"14206","GBR",1851,116654432
"14207","GBR",1852,116240400
"14208","GBR",1853,115599200
"14209","GBR",1854,139301616
"14210","GBR",1855,130442064
"14211","GBR",1856,140375168
"14212","GBR",1857,137861664
"14213","GBR",1858,135113664
"14214","GBR",1859,150011488
"14215","GBR",1860,167950432
"14216","GBR",1861,175047600
"14217","GBR",1862,169470992
"14218","GBR",1863,180224832
"14219","GBR",1864,193909872
"14220","GBR",1865,205488112
"14221","GBR",1866,211731568
"14222","GBR",1867,217374128
"14223","GBR",1868,213219152
"14224","GBR",1869,223705520
"14225","GBR",1870,228494368
"14226","GBR",1871,242036512
"14227","GBR",1872,254988752
"14228","GBR",1873,264658048
"14229","GBR",1874,257187152
"14230","GBR",1875,271487744
"14231","GBR",1876,271018752
"14232","GBR",1877,275899200
"14233","GBR",1878,270974784
"14234","GBR",1879,272645568
"14235","GBR",1880,297124752
"14236","GBR",1881,312312032
"14237","GBR",1882,314964768
"14238","GBR",1883,327730144
"14239","GBR",1884,319097760
"14240","GBR",1885,315290864
"14241","GBR",1886,312429280
"14242","GBR",1887,320442448
"14243","GBR",1888,333167520
"14244","GBR",1889,345024224
"14245","GBR",1890,353022736
"14246","GBR",1891,360471648
"14247","GBR",1892,353008080
"14248","GBR",1893,316210528
"14249","GBR",1894,362102128
"14250","GBR",1895,365549952
"14251","GBR",1896,375981360
"14252","GBR",1897,385969424
"14253","GBR",1898,386878096
"14254","GBR",1899,414552288
"14255","GBR",1900,419740512
"14256","GBR",1901,410701424
"14257","GBR",1902,426639824
"14258","GBR",1903,429985056
"14259","GBR",1904,431992928
"14260","GBR",1905,437672128
"14261","GBR",1906,453350384
"14262","GBR",1907,473568336
"14263","GBR",1908,461964448
"14264","GBR",1909,466086448
"14265","GBR",1910,469732128
"14266","GBR",1911,481350672
"14267","GBR",1912,455885872
"14268","GBR",1913,498322320
"14269","GBR",1914,483182672
"14270","GBR",1915,489481088
"14271","GBR",1916,507071952
"14272","GBR",1917,501169248
"14273","GBR",1918,466848560
"14274","GBR",1919,456131360
"14275","GBR",1920,470014256
"14276","GBR",1921,319804912
"14277","GBR",1922,428222672
"14278","GBR",1923,454892928
"14279","GBR",1924,475982912
"14280","GBR",1925,449657072
"14281","GBR",1926,246371024
"14282","GBR",1927,466734976
"14283","GBR",1928,437657472
"14284","GBR",1929,460693040
"14285","GBR",1930,441094304
"14286","GBR",1931,412236640
"14287","GBR",1932,395917184
"14288","GBR",1933,392172576
"14289","GBR",1934,423224976
"14290","GBR",1935,429131344
"14291","GBR",1936,453823040
"14292","GBR",1937,468160272
"14293","GBR",1938,448971904
"14294","GBR",1939,452456368
"14295","GBR",1940,475143856
"14296","GBR",1941,469680832
"14297","GBR",1942,468929712
"14298","GBR",1943,454848960
"14299","GBR",1944,442043280
"14300","GBR",1945,417641040
"14301","GBR",1946,436155232
"14302","GBR",1947,461297600
"14303","GBR",1948,475598192
"14304","GBR",1949,485146576
"14305","GBR",1950,500440112
"14306","GBR",1951,544836800
"14307","GBR",1952,528425744
"14308","GBR",1953,540088256
"14309","GBR",1954,552710736
"14310","GBR",1955,576643984
"14311","GBR",1956,574009568
"14312","GBR",1957,570396864
"14313","GBR",1958,555935056
"14314","GBR",1959,546606132
"14315","GBR",1960,584020017.6
"14316","GBR",1961,588614801.4
"14317","GBR",1962,592931498.6
